Project,Date,Year,Se,Treatment,El,Plot,Hor,BIOC,RESPC,BION,NO3,NH4,NIT,MIN,DEA,H2O,pH
Calcium,1999-12-30,1999,W,BearBrook,M,LT142,Oi/Oe,-9999.99,392.78,-9999.99,17.05,53.35,4.41,18.67,-9999.99,0.87,-9999.99
Calcium,1999-12-30,1999,W,BearBrook,M,LT144,Oi/Oe,-9999.99,380.88,-9999.99,17.84,59.6,12.09,30.91,-9999.99,0.86,-9999.99
Calcium,1999-12-30,1999,W,BearBrook,M,LT147,Oi/Oe,-9999.99,343.09,-9999.99,0.41,26.01,0.06,5.89,-9999.99,0.84,-9999.99
Calcium,1999-12-30,1999,W,BearBrook,M,LT152,Oi/Oe,-9999.99,278.1,-9999.99,0.46,39.37,0.16,12.08,-9999.99,0.81,-9999.99
Calcium,1999-12-30,1999,W,BearBrook,M,LT154,Oi/Oe,-9999.99,266.2,-9999.99,4.37,110.14,1.59,12.33,-9999.99,0.79,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-1,Min,699.86,27.81,45.96,12.34,2.2,2.11,2.05,312.22,0.54,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-2,Min,557.83,24.35,33.34,5.91,2.96,2.11,1.96,163.51,0.39,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-3,Min,452.28,11.71,31.82,9.61,0.88,0.98,0.98,205.23,0.32,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-4,Min,251.66,10.46,23.33,7.52,1.76,1.16,1.01,93.09,0.33,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-5,Min,480.1,21.52,33.31,6.9,1.66,1.24,1.82,312.99,0.48,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-1,Oa/A,1352.3,56.42,92.59,21.03,2.99,5.87,5.88,1085.68,0.58,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-2,Oa/A,1021.57,43.94,72.26,14.32,13.56,4.2,3.14,645.33,0.42,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-3,Oa/A,1439.48,56.27,65.33,34.19,2.6,2.99,2.83,1503.32,0.56,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-4,Oa/A,1120.8,43.52,81.28,25.8,2.77,4.74,4.62,479.19,0.56,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-5,Oa/A,1424.83,72.81,73.82,23.68,2.9,3.67,3.46,1852.57,0.6,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-1,Oi/Oe,4174.51,198.4,297.75,12.18,59.66,3.82,20.21,747.28,0.73,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-2,Oi/Oe,3459.72,136.69,319.19,7.02,85.57,2.44,17.53,768.65,0.64,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-3,Oi/Oe,4957.1,235.05,337.93,44.14,85.1,19.63,26.89,1689.89,0.77,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-4,Oi/Oe,4187.56,202.15,286.44,43.24,62.7,15.97,19.43,2062.93,0.75,-9999.99
Calcium,2000-05-02,2000,SP,W1,H,LY3-5,Oi/Oe,2871.92,142.52,167.53,45.35,17.99,12.46,10.49,1929.78,0.67,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-1,Min,697.01,14.73,68.77,1.01,4.42,0.28,0.91,18.83,0.39,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-2,Min,485.44,10.31,43.2,1.11,4.67,0.32,0.44,13.39,0.34,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-3,Min,570.45,12.04,51.05,3.02,2.22,0.89,0.89,34.24,0.35,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-4,Min,657.2,14.73,69.16,2.66,3.13,0.89,1.54,36.44,0.3,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-5,Min,336.25,5.26,26.29,1.08,3.46,0.42,0.29,-4.06,0.37,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-1,Oa/A,1158.67,53.28,210.8,6.21,21.27,2.18,3.92,243.56,0.49,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-2,Oa/A,2029.2,68.77,211.67,20.57,3.94,3.84,4.01,412.33,0.62,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-3,Oa/A,949.95,26.76,101.49,5.34,1.23,1.7,1.97,179.17,0.37,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-4,Oa/A,1614.24,63.05,187.07,18.41,3.13,3.7,4.54,245.95,0.59,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-5,Oa/A,1554.36,32.86,169.84,9.33,2.51,2.33,2.83,425.44,0.57,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-1,Oi/Oe,3441.8,157.4,446.12,9.78,83.13,0.6,21.93,139.38,0.64,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-2,Oi/Oe,3857.69,175.63,448.43,22.35,71.31,8.35,20.73,648.45,0.73,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-3,Oi/Oe,2882.29,114.05,345.5,26.18,19.62,11.12,13.71,832.92,0.58,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-4,Oi/Oe,4561.47,173.16,510.07,16.39,73.17,6.15,13.78,693.07,0.75,-9999.99
Calcium,2000-05-02,2000,SP,W1,L,LY6-5,Oi/Oe,4062.71,180.15,569.31,10.34,61.71,4.64,23.43,562.76,0.72,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-1,Min,143.02,5.71,10.42,2,2.91,0.44,0.29,2.69,0.24,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-2,Min,462.34,22.84,275.88,6.37,9.32,1.52,0.96,82.51,0.41,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-3,Min,318.78,20.3,29.76,4.82,2.7,1.38,1.55,108.47,0.39,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-4,Min,440.6,16.65,36.04,8.37,3.34,1.47,1.26,94.03,0.46,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-5,Min,382.9,9.24,31.24,4.2,3.08,1.18,1.04,21.19,0.25,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-1,Oa/A,1307.23,50.44,91.22,18.94,7.35,3.37,2.86,549.8,0.69,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-2,Oa/A,1131.45,46.5,99.98,24.15,3.35,3.49,3.39,458.3,0.58,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-3,Oa/A,963.67,44.03,61.95,8.82,6.39,2.81,3.65,269.36,0.47,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-4,Oa/A,883.36,42.99,71.54,18.37,2.28,3.74,3.69,397.19,0.5,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-5,Oa/A,987.9,43.47,60.68,17.86,2.55,3.6,5.14,1027.52,0.54,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-1,Oi/Oe,4017.8,191.08,287.72,21.06,85.72,5.05,8.21,764.92,0.79,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-2,Oi/Oe,3931.01,176.43,273.08,29.67,70.8,9.96,10.34,944.07,0.74,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-3,Oi/Oe,2608.22,127.79,174.27,7.35,64.67,2.11,6.38,259.95,0.63,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-4,Oi/Oe,3311.7,161.59,249.96,18.88,90.58,4.68,8.7,1639.42,0.71,-9999.99
Calcium,2000-05-02,2000,SP,W1,M,LY4-5,Oi/Oe,3085.33,151.25,192.24,42.78,25.4,11.67,13.98,879.73,0.67,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-1,Min,793.34,23.61,44.76,2.48,2.06,1.06,1.03,359.7,0.46,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-2,Min,2335.85,91.33,82.93,0.99,14.07,0.03,3.24,523.02,0.76,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-3,Min,1318.05,49.38,46.61,17.68,4.73,1.7,1.59,650.52,0.78,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-4,Min,439.47,15.06,19.15,0.24,6.72,0,0.19,62.73,0.32,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-5,Min,419.68,16.84,10.84,0.55,4.07,0.02,-0.36,119.69,0.28,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-1,Oa/A,4236.03,203.52,232.53,3.63,10.54,3.4,7.43,1169.8,0.77,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-2,Oa/A,1914.12,132.25,97.66,1.92,29.95,-0.06,3.58,169.94,0.8,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-3,Oa/A,5292.8,209.64,163.58,2.03,21.92,-0.03,2.73,1270.1,0.86,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-4,Oa/A,2410.77,126,145.22,0.9,19.91,0.02,4.09,795.57,0.63,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-5,Oa/A,2518.37,114.94,132.61,4.21,6.42,2.64,7.86,1472.33,0.64,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-1,Oi/Oe,5144.97,256.94,117.83,1.62,5.88,0,2.86,399.87,0.76,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-2,Oi/Oe,5033.25,237.75,172.88,1.38,51.73,0.06,2.8,183.51,0.81,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-3,Oi/Oe,5683.28,276.91,59.8,1.02,2.23,0.04,2.47,194.56,0.82,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-4,Oi/Oe,4229.98,187.5,627.65,1.03,132.65,-0.01,28.29,181.73,0.72,-9999.99
Calcium,2000-05-02,2000,SP,W1,SF,LY2-5,Oi/Oe,4849.89,218.66,197.67,0.95,17.26,0.2,14.55,1050.64,0.74,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT104,Min,512.22,12.21,51.31,5.56,1.33,0.95,0.96,151.7,0.39,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT107,Min,1110.13,17.31,112.59,11.67,2.03,1.02,1.44,814.96,0.57,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT110,Min,1204.05,17.58,142.85,11.32,1.98,1.24,1.38,-9999.99,0.57,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT114,Min,771.05,18.4,70.01,10.52,1.47,1.7,1.68,-9999.99,0.43,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT115,Min,304.1,6.27,29.16,3.47,1,0.53,0.62,312.32,0.28,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT104,Oa/A,1528.57,54.37,184.97,21.74,3.2,5.11,6.38,1672.32,0.47,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT107,Oa/A,2247.08,63.7,274.79,24.87,4.07,4.99,5.5,2261.8,0.69,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT110,Oa/A,1103.49,31.41,244.3,16.92,3.3,2.57,3.64,-9999.99,0.63,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT114,Oa/A,1372.22,37.58,146.31,15.31,2.31,3.43,3.44,-9999.99,0.52,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT115,Oa/A,1116.88,33.79,109.43,11.25,1.7,2.41,2.46,-9999.99,0.47,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT104,Oi/Oe,2921.47,188.93,662.29,41.78,70,10.34,32.32,2735.11,0.68,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT107,Oi/Oe,4151.13,190.74,446.21,11.19,52.17,3.71,12.81,2511.85,0.78,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT110,Oi/Oe,4938.23,198.43,543.52,27.89,26.98,10.79,21.11,-9999.99,0.74,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT114,Oi/Oe,3473.49,137.06,374.21,10.44,32.84,3.06,13.27,-9999.99,0.67,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,H,LT115,Oi/Oe,4196.38,161.72,495.07,17.53,42.85,4.92,14.43,-9999.99,0.69,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT162,Min,580.25,11.78,60.14,0.18,4.63,0.01,0.61,979.4,0.28,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT163,Min,495.56,15.23,41.22,0.14,5.06,0,0.6,1318.01,0.25,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT168,Min,292.57,7.2,27.24,2.43,3.56,0.77,0.45,1094.7,0.33,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT172,Min,425.74,10.26,32.74,0.3,5.2,0.35,0.01,33.97,0.37,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT174,Min,855.57,22.09,72.44,0.44,2.76,0.07,0.14,28.82,0.45,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT162,Oa/A,2319.44,57.66,292.8,0.9,15.68,0.12,2.43,1897.32,0.69,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT163,Oa/A,1957.86,85.15,204.67,0.3,6.38,0,2.14,915.08,0.61,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT168,Oa/A,1238.84,37.4,135.04,14.7,7.23,3.59,3.42,-21.44,0.55,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT172,Oa/A,2390.1,50.93,266.11,4.03,11.4,1.65,4.86,418,0.71,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT174,Oa/A,3253.16,69.02,376.61,23.82,8.18,3.89,3.56,688.78,0.78,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT162,Oi/Oe,4727.55,223.14,710.67,1.55,43.31,0.3,18.42,10782.6,0.75,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT163,Oi/Oe,3789.79,182.73,407.39,0.51,31.98,0.01,0.69,5800.38,0.69,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT168,Oi/Oe,4573.31,216.39,659.62,20.51,74.09,5.93,19.36,7538.47,0.78,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT172,Oi/Oe,5415.03,278.56,702.31,0.97,5.73,0.04,12.63,452.35,0.8,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,L,LT174,Oi/Oe,4413.82,192.36,515.41,10.72,-9999.99,4.14,-9999.99,581.78,0.76,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT142,Min,483.71,11.97,58.38,4.62,4.03,0.97,0.75,97.89,0.34,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT144,Min,467.17,7.58,52.23,6.44,2,0.89,0.8,80.8,0.4,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT147,Min,1637.86,27.41,104.99,3.7,2.59,-0.14,-0.22,289.62,0.52,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT152,Min,777.64,21.61,76.46,3.56,3.41,1,0.86,83,0.41,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT154,Min,866.65,14.63,97.4,7.03,1.77,1.02,1.13,2760.83,0.33,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT142,Oa/A,1400.46,39.13,233.07,23.53,3.65,3.82,3.73,1260.01,0.56,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT144,Oa/A,1068.93,30.1,165.61,14.82,1.85,2.78,2.8,689.11,0.53,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT147,Oa/A,1604.57,99.49,408.36,23.09,4.52,7.7,8.11,1488.35,0.72,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT152,Oa/A,1885.94,50.1,219.66,9.7,2.57,3.84,4,385.39,0.5,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT154,Oa/A,1282.39,37.5,163.58,13.86,7.95,3.3,3.61,555.3,0.41,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT142,Oi/Oe,5071.52,217.89,673.64,32.48,25.94,8.84,35.66,-9999.99,0.77,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT144,Oi/Oe,3197.65,131.47,454.56,69.04,4.43,13.99,18.11,1935.87,0.68,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT147,Oi/Oe,5734.26,261.93,748.72,26.48,27.15,7.61,27.36,1474.1,0.79,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT152,Oi/Oe,3556.62,187.24,646.71,7.95,12.59,5.2,23.9,1371.7,0.68,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,M,LT154,Oi/Oe,3427.35,176.88,594.76,13.03,57.76,4.68,19.97,1231.76,0.67,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-1,Min,384.09,18.56,40.81,0.92,6.1,0.37,0.61,90.02,0.3,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-2,Min,425.62,17.36,34.92,2.29,1.34,0.68,0.66,101.11,0.35,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-3,Min,464.31,14.75,37.34,0.41,1.62,0.22,0.26,133.72,0.25,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-4,Min,357.21,10.15,21.89,0.93,4.06,0,-0.12,134.45,0.38,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-5,Min,434.49,15.4,34,4.52,1.58,0.83,1,267.71,0.34,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-1,Oa/A,3359.73,149.25,336.22,1.67,12.78,0.61,5.01,1092.98,0.75,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-2,Oa/A,3029.34,118.49,379.48,13.45,27.12,3.88,11.23,1763.33,0.67,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-3,Oa/A,2217.98,80.22,235.22,0.43,6.85,0.04,0.6,1057.61,0.65,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-4,Oa/A,3303.33,153.64,346.38,1.04,39.75,0.09,4.35,1342.14,0.79,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-5,Oa/A,2943.53,164.98,282.76,4.07,50.24,3.3,5.9,2167.01,0.78,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-1,Oi/Oe,5672.28,235.16,507.06,0.99,12.39,0.1,4.96,379.05,0.76,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-2,Oi/Oe,5859.77,242.1,722.11,1.68,90.24,0.17,31.76,1258.82,0.76,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-3,Oi/Oe,4325.25,172.47,417.41,0.64,11.62,0.07,5.75,366.32,0.71,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-4,Oi/Oe,5018.42,293.12,688.44,1.02,31.16,0.14,18.3,1104.34,0.8,-9999.99
Calcium,2000-05-03,2000,SP,BearBrook,SF,SF-5,Oi/Oe,6036.5,282.24,614.85,4.26,27.54,-0.16,25.25,568.85,0.84,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-1,Min,233.46,6.34,26.6,4.88,1.73,0.61,0.64,165.89,0.32,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-2,Min,302.56,8.83,27.12,2.86,0.87,0.5,0.56,249.68,0.29,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-3,Min,244.09,6.33,37.22,9.58,1.32,0.79,0.76,268.71,0.29,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-4,Min,387.51,14.62,54.17,6.91,2.32,2.11,1.99,630.49,0.4,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-5,Min,304.12,10.17,43.43,4.25,1.4,1.24,1.22,125.13,0.38,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-1,Oa/A,580.35,25.23,72.68,10.56,3.35,3,2.95,1368.74,0.48,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-2,Oa/A,583.36,24.89,83.66,5.6,2.64,3.86,5.1,1138.04,0.33,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-3,Oa/A,662.83,26.75,62.6,24.14,2.55,0.92,1.19,-9999.99,0.45,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-4,Oa/A,884.59,37.37,90.08,15.82,5.48,4.03,3.85,2940.47,0.57,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-5,Oa/A,819.86,28.76,110.61,11.74,8.34,4.75,5.2,-9999.99,0.5,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-1,Oi/Oe,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-2,Oi/Oe,1347.68,63.36,210.75,10.05,21.75,7.37,15.67,2310.9,0.59,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-3,Oi/Oe,1807.42,85.69,237.46,81.96,23.24,7.62,8.38,2870.45,0.71,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-4,Oi/Oe,2007.18,100.22,317.12,17.82,66.3,7.28,21.44,2996.77,0.72,-9999.99
Calcium,2000-07-18,2000,SU,W1,H,LY3-5,Oi/Oe,2263.5,109.84,311.58,28.55,27.12,14.06,16.73,2232.46,0.75,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-1,Min,380.17,12.97,56.35,0.35,8.96,0.11,0.32,86.34,0.3,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-2,Min,156.01,5.11,21.38,1.26,3.18,0.33,0.32,27.56,0.27,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-3,Min,322.86,9.18,48.77,4.8,0.92,0.72,0.79,188.68,0.28,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-4,Min,313.69,8.35,45.61,3.05,2.22,0.64,0.8,74.9,0.28,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-5,Min,225.79,5.98,34.02,2.98,1.17,0.62,0.7,97.76,0.23,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-1,Oa/A,812.22,35.21,162.57,13.15,16.15,3.28,3.48,347.67,0.59,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-2,Oa/A,754.24,25.12,143.6,16.79,3.33,2.76,3.14,476.24,0.55,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-3,Oa/A,511.02,4.94,89.71,8.71,2.92,1.81,1.78,384.41,0.3,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-4,Oa/A,1107.54,39.16,198.65,25.2,15.89,4.79,6.31,1074.03,0.71,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-5,Oa/A,573.78,15.67,124.21,9.9,6.87,2.16,1.83,637.07,0.42,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-1,Oi/Oe,2200.01,91.52,456.98,6.54,60.45,3.58,17.91,463.34,0.74,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-2,Oi/Oe,1998.64,83,442.6,22.41,56.01,6.24,13.06,787.45,0.71,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-3,Oi/Oe,1922.25,91.41,317.48,29.47,33.59,6.9,15.83,832.84,0.49,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-4,Oi/Oe,2315.77,99.95,474.06,33.75,65.12,4.56,13.69,1155.12,0.77,-9999.99
Calcium,2000-07-18,2000,SU,W1,L,LY6-5,Oi/Oe,1942.13,86.62,439.81,8.38,39.34,5.29,18.9,953.33,0.67,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-1,Min,121.32,4.5,20.16,3.23,2.55,0.58,0.63,39.01,0.25,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-2,Min,460.58,12.24,76.47,6.32,4.82,1.37,1.14,161.78,0.36,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-3,Min,312.32,10.3,45.28,3.07,2.12,0.94,0.86,64.69,0.3,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-4,Min,275.63,9.01,39.39,2.74,3.3,0.63,0.5,81.13,0.38,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-5,Min,252.07,7.07,45.37,7.4,1.55,0.71,0.81,110.64,0.34,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-1,Oa/A,873.12,30.81,147.53,24.97,5.26,3.4,5.14,783.04,0.64,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-2,Oa/A,890.09,32.38,179.32,27.13,9.53,3.56,5.19,574.24,0.59,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-3,Oa/A,670.55,25.83,110.9,13.03,3.88,3.52,4.26,417.26,0.41,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-4,Oa/A,563.78,19.55,88.96,9.65,1.81,2.28,2.37,430.91,0.46,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-5,Oa/A,753.2,25.79,112.06,21.83,4.01,2.36,2.29,1208.62,0.56,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-1,Oi/Oe,2355.12,105.18,326.84,21.29,39.31,7.37,17.98,1523.71,0.79,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-2,Oi/Oe,2355.79,99.97,517.61,40.25,57.55,14.2,19.25,1201.12,0.77,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-3,Oi/Oe,1407.43,67.18,232.91,12.97,39.78,4.17,14.68,499.63,0.57,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-4,Oi/Oe,1591.99,69.85,293.52,34.64,26.24,11.92,11.67,1781.32,0.66,-9999.99
Calcium,2000-07-18,2000,SU,W1,M,LY4-5,Oi/Oe,2047.03,92.99,370.42,43.63,24.33,12.33,12.48,1705.42,0.74,-9999.99
Calcium,2000-07-18,2000,SU,W1,SF,LY2-1,Min,487.3,22.13,85.11,4.17,3.79,1.67,2,510.67,0.33,-9999.99
Calcium,2000-07-18,2000,SU,W1,SF,LY2-2,Min,250.66,15.03,22.49,0.57,3.02,0.18,0.37,-2.68,0.37,-9999.99
Calcium,2000-07-18,2000,SU,W1,SF,LY2-3,Min,602.68,27.33,39.21,11.64,4.95,1.11,0.92,939.6,0.75,-9999.99
Calcium,2000-07-18,2000,SU,W1,SF,LY2-4,Min,341.35,15.51,34.8,0.51,3.17,0.23,1.13,91.99,0.33,-9999.99
Calcium,2000-07-18,2000,SU,W1,SF,LY2-5,Min,340.2,12.09,39.68,3.7,4.14,1.11,1.15,342.74,0.29,-9999.99
Calcium,2000-07-18,2000,SU,W1,SF,LY2-1,Oa/A,1332.12,51.72,226.96,16.86,9.76,7.57,10.69,-9999.99,0.57,-9999.99
Calcium,2000-07-18,2000,SU,W1,SF,LY2-2,Oa/A,1642.73,79.28,182.71,0.3,8.59,0.11,4.63,716.94,0.72,-9999.99
